T2015050251    999999999999999999999999999999999999999922-MAY-2017 15:14:2322-MAY-2017 15:15:38 2 176 7 199 3 3 2 4 2 2 299 421 299 1 3639999999999999999999999999999 899999999999999
T2015050244    999999999999999999999999999999999999999925-MAY-2017 12:26:4425-MAY-2017 12:30:31 4 165 699 2 1 1 1 1 1 1 299 4 2 199 1 310999999999999 1999999999999999999999999999999
T2015050215    999999999999999999999999999999999999999922-MAY-2017 14:28:0622-MAY-2017 14:30:41 2 243 5 199 4 4 4 3 3 3 299 5 3 299 2 46699999999999999999999999999999999992599999999
T2015050213    999999999999999999999999999999999999999922-MAY-2017 21:30:1522-MAY-2017 21:34:41 2 153 5 199 4 4 3 2 3 3 299 5 1 299 2 56599999999999999999999999999999999179999999999
T2015050208    999999999999999999999999999999999999999924-MAY-2017 07:13:2724-MAY-2017 07:15:39 4 265 799 4 3 3 3 4 2 3 399 5 79924 1 6 7999999 1999999999999999999999999999999999999
T2015050206    999999999999999999999999999999999999999922-MAY-2017 15:23:1222-MAY-2017 15:25:45 3 169 799 4 2 2 2 4 2 299 2 4 2 299 2 86399999999999999999999999999991199999999999999
T2015050186    999999999999999999999999999999999999999923-MAY-2017 07:59:2423-MAY-2017 08:02:41 4 253 599 4 2 2 1 3 2 2 299 3 1 299 2 86599999999999999999999999999999999119999999999
T2015050180    999999999999999999999999999999999999999922-MAY-2017 13:40:3022-MAY-2017 13:42:22 4 150 799 4 2 2 2 4 1 1 299 4 2 199 1 618999999999999999999999999 2999999999999999999
T2015050175    999999999999999999999999999999999999999924-MAY-2017 18:34:3424-MAY-2017 18:36:28 3 156 699 4 4 4 4 3 3 399 3 321 299 2 6 7999999 1999999999999999999999999999999999999
T2015050167    999999999999999999999999999999999999999922-MAY-2017 18:23:4322-MAY-2017 18:25:47 2 275 6 199 2 3 3 4 1 1 399 2 5 299 1 9 999999999991599999999999999999999999999999999
T2015050163    999999999999999999999999999999999999999922-MAY-2017 18:29:3522-MAY-2017 18:31:38 4 265 599 4 3 3 3 3 3 3 299 4 799 8 1 46799999999999999999999999999999999999935999999
T2015050148    999999999999999999999999999999999999999923-MAY-2017 12:47:4623-MAY-2017 12:50:12 2 252 5 199 4 4 4 1 2 2 299 6 1 199 2 86399999999999999999999999999991099999999999999
T2015050143    999999999999999999999999999999999999999922-MAY-2017 14:06:4822-MAY-2017 14:09:01 1 167 6 199 2 2 1 3 2 299 2 4 2 299 1 864999999999999999999999999999999 2999999999999
T2015050135    999999999999999999999999999999999999999925-MAY-2017 22:12:1725-MAY-2017 22:14:29 2 253 6 199 4 4 4 3 3 3 099 6 799 8 2 36599999999999999999999999999999999 39999999999
T2015050123    999999999999999999999999999999999999999922-MAY-2017 15:53:2622-MAY-2017 15:56:19 1 265 5 199 3 2 3 4 2 299 1 4 799 4 1 46899999999999999999999999999999999999999 19999
T2015050118    999999999999999999999999999999999999999922-MAY-2017 20:08:0622-MAY-2017 20:10:14 1 262 6 199 3 3 2 3 3 399 1 4 2 299 1 46799999999999999999999999999999999999932999999
T2015050107    999999999999999999999999999999999999999922-MAY-2017 17:35:5222-MAY-2017 17:38:04 3 251 499 1 3 3 2 3 3 299 1 321 199 2 4639999999999999999999999999999 799999999999999
T2015050078    999999999999999999999999999999999999999922-MAY-2017 15:02:4222-MAY-2017 15:05:11 3 149 699 3 4 4 4 4 2 299 3 5 1 299 2 46599999999999999999999999999999999119999999999
T2015050077    999999999999999999999999999999999999999922-MAY-2017 13:36:0322-MAY-2017 13:38:29 3 171 799 4 3 3 4 3 3 399 1 2 799 8 1 36599999999999999999999999999999999139999999999
T2015050067    999999999999999999999999999999999999999923-MAY-2017 10:23:3523-MAY-2017 10:49:42 4 274 799 4 3 3 3 4 2 2 499 4 799 8 1 6669999999999999999999999999999999999 699999999
T2015050061    999999999999999999999999999999999999999922-MAY-2017 13:35:2022-MAY-2017 13:36:44 2 258 6 199 4 4 4 3 3 3 099 1 1 299 3 1639999999999999999999999999999 899999999999999
T2015050054    999999999999999999999999999999999999999922-MAY-2017 14:59:3622-MAY-2017 15:01:31 1 150 7 199 4 4 3 3 3 399 1 3 1 299 210669999999999999999999999999999999999 299999999
T2015050013    999999999999999999999999999999999999999922-MAY-2017 14:31:5522-MAY-2017 15:44:47 3 261 799 4 3 3 3 4 2 299 2 421 199 1 3 499 59999999999999999999999999999999999999999
T2015040607    999999999999999999999999999999999999999923-MAY-2017 16:27:4523-MAY-2017 16:30:10 3 165 599 4 4 4 4 3 3 399 1 3 1 299 2 16699999999999999999999999999999999992399999999
T2015040597    999999999999999999999999999999999999999922-MAY-2017 13:37:5122-MAY-2017 13:42:13 2 157 7 199 4 4 4 3 2 2 499 6 1 299 2106799999999999999999999999999999999999934999999
T2015040508    999999999999999999999999999999999999999923-MAY-2017 16:05:4923-MAY-2017 16:09:22 2 139 6 199 2 2 2 3 1 2 299 3 699 8 2 1 2 9999999999999999999999999999999999999999999
T2015040474    999999999999999999999999999999999999999922-MAY-2017 19:52:5522-MAY-2017 19:55:12 4 176 699 4 4 4 2 4 2 2 299 421 199 1 8669999999999999999999999999999999999 899999999
T2015040422    999999999999999999999999999999999999999923-MAY-2017 13:20:2323-MAY-2017 13:26:00 3 267 499 4 4 4 4 3 3 299 1 6 1 199 2 36599999999999999999999999999999999 39999999999
T2015040361    999999999999999999999999999999999999999923-MAY-2017 09:08:3323-MAY-2017 09:10:41 1 273 7 199 2 2 3 4 2 299 3 423 299 1 31399999999999999139999999999999999999999999999
T2015040276    999999999999999999999999999999999999999923-MAY-2017 08:31:4523-MAY-2017 08:33:48 1 267 6 199 2 2 2 3 2 299 2 6 799 8 2 36599999999999999999999999999999999 69999999999
T2015040274    999999999999999999999999999999999999999922-MAY-2017 17:39:5922-MAY-2017 17:42:19 4 152 699 4 4 4 4 3 3 3 299 3 799 3 2106499999999999999999999999999999913999999999999
T2015040237    999999999999999999999999999999999999999922-MAY-2017 20:03:1522-MAY-2017 20:05:52 2 252 6 199 3 3 3 2 3 3 299 6 1 299 210 59999 199999999999999999999999999999999999999
T2015040223    999999999999999999999999999999999999999922-MAY-2017 15:28:3722-MAY-2017 15:31:31 4 265 799 4 2 3 2 4 1 2 499 421 199 1 66399999999999999999999999999991099999999999999
T2015040218    999999999999999999999999999999999999999922-MAY-2017 13:29:4022-MAY-2017 13:31:23 1 277 7 199 3 3 3 3 3 399 2 421 299 1 86699999999999999999999999999999999991599999999
T2015040173    999999999999999999999999999999999999999923-MAY-2017 12:01:1423-MAY-2017 12:03:03 3 153 599 4 4 4 3 3 3 299 2 5 1 299 2 96699999999999999999999999999999999991599999999
T2015040151    999999999999999999999999999999999999999922-MAY-2017 20:54:3922-MAY-2017 20:56:36 1 264 5 199 3 3 2 3 2 299 0 4 799 8 1 7639999999999999999999999999999 399999999999999
T2015040135    999999999999999999999999999999999999999922-MAY-2017 13:49:3422-MAY-2017 13:53:00 3 243 599 4 3 3 4 3 3 399 2 5 4 299 1 36699999999999999999999999999999999991599999999
T2015040130    999999999999999999999999999999999999999923-MAY-2017 06:22:5923-MAY-2017 06:24:54 3 151 699 4 3 4 3 3 3 399 0 5 1 299 2 764999999999999999999999999999999 5999999999999
T2015040112    999999999999999999999999999999999999999922-MAY-2017 14:03:5322-MAY-2017 14:06:27 2 145 6 199 4 4 4 2 2 2 299 5 1 199 3 26399999999999999999999999999991299999999999999
T2015040084    999999999999999999999999999999999999999922-MAY-2017 18:12:3422-MAY-2017 18:17:36 1 247 4 199 1 1 1 4 1 199 2 4 2 199 1 56499999999999999999999999999999913999999999999
T2015040079    999999999999999999999999999999999999999922-MAY-2017 19:15:0322-MAY-2017 19:18:08 3 264 699 4 4 4 4 3 3 399 3 3 799 8 2 9 2 4999999999999999999999999999999999999999999
T2015040077    999999999999999999999999999999999999999922-MAY-2017 13:28:2822-MAY-2017 13:32:10 2 246 6 199 3 3 2 3 2 2 299 621 299 1 56899999999999999999999999999999999999999 59999
T2015040061    999999999999999999999999999999999999999926-MAY-2017 06:45:5826-MAY-2017 06:47:36 4 164 799 4 4 4 4 3 3 2 199 3 1 299 2 66499999999999999999999999999999925999999999999
T2015040048    999999999999999999999999999999999999999923-MAY-2017 10:15:4223-MAY-2017 10:18:06 3 161 799 4 3 3 2 4 1 199 0 521 299 1 964999999999999999999999999999999 9999999999999
T2015040036    999999999999999999999999999999999999999922-MAY-2017 23:26:1222-MAY-2017 23:29:31 1 139 5 199 3 3 3 4 2 299 1 5 4 299 2 3 99999999999 199999999999999999999999999999999
T2015040011    999999999999999999999999999999999999999924-MAY-2017 08:06:5224-MAY-2017 08:08:26 1 277 6 199 2 2 2 3 2 299 3 4 2 299 1106599999999999999999999999999999999 89999999999
T2015020117    999999999999999999999999999999999999999923-MAY-2017 00:39:1123-MAY-2017 00:43:54 1 143 6 199 4 4 3 1 3 399 2 3 1 199 2 3 99999999999 199999999999999999999999999999999
T2015020091    999999999999999999999999999999999999999924-MAY-2017 09:43:5924-MAY-2017 09:46:17 2 270 5 199 3 3 2 4 3 3 199 4 2 299 1 5 7999999 6999999999999999999999999999999999999
T2015020037    999999999999999999999999999999999999999922-MAY-2017 13:32:1522-MAY-2017 13:35:01 4 174 699 3 4 4 4 4 3 3 299 1 799 8 3 1 99999999999 199999999999999999999999999999999
T2015020014    999999999999999999999999999999999999999922-MAY-2017 14:18:1922-MAY-2017 14:27:45 3 166 699 4 4 4 4 3 3 399 1 6 1 299 1 1 99999999999 199999999999999999999999999999999
T2014090363    999999999999999999999999999999999999999923-MAY-2017 21:19:3123-MAY-2017 21:21:02 4 269 799 4 3 3 3 3 2 3 299 4 2 299 1 76599999999999999999999999999999999 29999999999
T2014090361    999999999999999999999999999999999999999924-MAY-2017 15:07:5724-MAY-2017 15:11:20 4 150 599 4 3 3 3 2 2 3 399 5 1 299 2 72099999999999999999999999999 19999999999999999
T2014090360    999999999999999999999999999999999999999925-MAY-2017 14:05:4125-MAY-2017 14:07:34 4 167 599 4 3 3 3 4 2 1 299 5 2 299 1 26599999999999999999999999999999999 39999999999
T2014090329    999999999999999999999999999999999999999924-MAY-2017 08:47:1124-MAY-2017 08:48:57 3 265 599 4 2 2 1 3 2 299 2 5 2 299 1 8639999999999999999999999999999 299999999999999
T2014090323    999999999999999999999999999999999999999924-MAY-2017 20:53:5724-MAY-2017 20:57:39 1 254 5 199 4 4 3 3 3 399 0 3 3 299 2 11399999999999999 19999999999999999999999999999
T2014090251    999999999999999999999999999999999999999924-MAY-2017 07:36:2324-MAY-2017 07:38:45 1 258 6 199 4 4 3 3 3 299 2 3 4 199 2 7 99999999999 499999999999999999999999999999999
T2014090213    999999999999999999999999999999999999999922-MAY-2017 15:14:2422-MAY-2017 15:16:32 1 170 7 199 2 2 2 3 2 299 2 421 199 1 56899999999999999999999999999999999999999 29999
T2014090207    999999999999999999999999999999999999999925-MAY-2017 14:50:1725-MAY-2017 14:55:36 4 145 799 4 3 3 3 3 2 3 399 4 799 3 110639999999999999999999999999999 899999999999999
T2014090201    999999999999999999999999999999999999999924-MAY-2017 22:14:4424-MAY-2017 22:18:57 4 270 699 4 3 2 2 2 2 2 299 4 79924 1 26599999999999999999999999999999999139999999999
T2014090176    999999999999999999999999999999999999999924-MAY-2017 15:39:0324-MAY-2017 15:43:35 1 138 5 199 2 3 2 3 2 299 2 4 2 299 110 59999 599999999999999999999999999999999999999
T2014090146    999999999999999999999999999999999999999926-MAY-2017 15:28:3626-MAY-2017 15:34:20 1 278 6 199 3 3 3 3 3 399 1 5 799 8 2 46699999999999999999999999999999999992599999999
T2014090143    999999999999999999999999999999999999999922-MAY-2017 12:56:0422-MAY-2017 12:58:13 2 160 7 199 4 3 3 3 2 3 299 3 799 3 2106499999999999999999999999999999911999999999999
T2014090142    999999999999999999999999999999999999999922-MAY-2017 23:02:0422-MAY-2017 23:03:53 2 271 6 199 3 3 3 3 3 2 199 4 1 299 1 6639999999999999999999999999999 899999999999999
T2014090130    999999999999999999999999999999999999999922-MAY-2017 20:02:5722-MAY-2017 20:04:37 4 154 699 4 4 4 4 4 3 3 299 3 1 299 2 56599999999999999999999999999999999109999999999
T2014090129    999999999999999999999999999999999999999922-MAY-2017 19:59:3322-MAY-2017 20:01:57 1 154 6 199 4 4 4 4 3 399 2 3 1 299 2 5 59999 599999999999999999999999999999999999999
T2014090125    999999999999999999999999999999999999999922-MAY-2017 19:12:4522-MAY-2017 19:15:20 4 151 799 4 3 3 4 3 3 3 299 5 1 199 2 96599999999999999999999999999999999139999999999
T2014090067    999999999999999999999999999999999999999922-MAY-2017 19:23:0222-MAY-2017 19:25:00 4 251 499 3 4 4 3 2 2 3 299 5 1 299 2 9639999999999999999999999999999 999999999999999
T2014090055    999999999999999999999999999999999999999922-MAY-2017 19:19:5722-MAY-2017 19:22:25 1 251 4 299 4 4 3 2 2 399 2 5 1 299 2 96699999999999999999999999999999999991299999999
T2014090040    999999999999999999999999999999999999999922-MAY-2017 13:51:3722-MAY-2017 13:54:21 2 180 6 199 3 4 3 4 3 2 299 5 799 8 1 16599999999999999999999999999999999 19999999999
T2014090031    999999999999999999999999999999999999999922-MAY-2017 15:14:1922-MAY-2017 15:18:04 3 244 599 4 3 3 2 4 2 299 3 6 799 8 1 46799999999999999999999999999999999999931999999
T2014090030    999999999999999999999999999999999999999924-MAY-2017 20:02:0124-MAY-2017 20:05:01 3 244 599 4 3 4 2 4 3 299 3 4 799 8 1 3149999999999999999 199999999999999999999999999
T2014090025    999999999999999999999999999999999999999922-MAY-2017 13:05:4222-MAY-2017 13:07:05 4 279 699 4 4 4 3 3 3 3 299 5 1 199 2 5 99999999999 199999999999999999999999999999999
T2014090013    999999999999999999999999999999999999999922-MAY-2017 13:07:3722-MAY-2017 13:08:29 2 279 6 199 4 4 4 3 3 3 299 5 1 199 2 46499999999999999999999999999999931999999999999
T2014090002    999999999999999999999999999999999999999922-MAY-2017 14:26:2522-MAY-2017 14:28:50 2 266 7 199 3 3 3 3 3 3 299 321 299 2 9669999999999999999999999999999999999 399999999
T2014020723    999999999999999999999999999999999999999922-MAY-2017 13:05:2122-MAY-2017 13:28:45 4 279 799 4 2 2 1 4 2 2 499 4 2 199 1 36599999999999999999999999999999999 59999999999
T2014020718    999999999999999999999999999999999999999926-MAY-2017 15:38:0426-MAY-2017 15:40:50 1 279 7 199 2 2 2 4 2 299 3 4 2 199 1 26599999999999999999999999999999999 19999999999
T2014020705    999999999999999999999999999999999999999922-MAY-2017 15:15:3822-MAY-2017 15:17:12 3 161 799 4 1 2 2 4 2 199 3 4 2 299 1106399999999999999999999999999991099999999999999
T2014020691    999999999999999999999999999999999999999926-MAY-2017 09:00:4526-MAY-2017 09:11:00 4 160 799 4 4 4 4 4 3 3 399 5 699 8 2 56599999999999999999999999999999999 69999999999
T2014020684    999999999999999999999999999999999999999922-MAY-2017 16:29:2022-MAY-2017 16:32:50 3 161 799 4 2 3 2 4 1 199 2 4 2 199 1106599999999999999999999999999999999179999999999
T2014020677    999999999999999999999999999999999999999922-MAY-2017 16:34:2022-MAY-2017 16:37:34 3 161 799 4 2 3 2 4 1 199 2 4 2 199 1106899999999999999999999999999999999999999 19999
T2014020675    999999999999999999999999999999999999999922-MAY-2017 13:28:1922-MAY-2017 13:32:06 3 157 599 4 1 1 1 4 1 199 2 4 2 299 1 56899999999999999999999999999999999999999 89999
T2014020576    999999999999999999999999999999999999999922-MAY-2017 16:28:3022-MAY-2017 16:30:38 4 257 599 4 2 2 1 4 2 2 399 4 2 199 1 4 499 19999999999999999999999999999999999999999
T2014020485    999999999999999999999999999999999999999922-MAY-2017 12:44:1722-MAY-2017 12:47:12 2 161 7 199 4 4 4 3 3 3 299 3 1 299 210639999999999999999999999999999 699999999999999
T2014020482    999999999999999999999999999999999999999922-MAY-2017 20:35:3722-MAY-2017 20:38:09 2 155 6 199 3 3 4 3 2 3 399 5 4 199 2 82099999999999999999999999999 29999999999999999
T2014020475    999999999999999999999999999999999999999924-MAY-2017 22:30:1324-MAY-2017 22:34:41 3 149 799 4 3 3 4 4 2 299 2 423 299 1 6669999999999999999999999999999999999 899999999
T2014020462    999999999999999999999999999999999999999924-MAY-2017 07:21:4724-MAY-2017 07:23:23 2 247 6 199 4 4 4 3 3 3 299 3 3 199 2 2 99999999999 399999999999999999999999999999999
T2014020457    999999999999999999999999999999999999999923-MAY-2017 22:10:3823-MAY-2017 22:13:42 1 247 6 199 4 4 4 3 3 399 2 3 3 199 2 2 7999999 1999999999999999999999999999999999999
T2014020445    999999999999999999999999999999999999999926-MAY-2017 15:15:1226-MAY-2017 15:17:25 1 243 4 299 4 4 3 4 3 399 2 6 799 8 2 16899999999999999999999999999999999999999 89999
T2014020405    999999999999999999999999999999999999999922-MAY-2017 13:42:2222-MAY-2017 13:45:19 1 243 4 299 4 4 2 3 3 399 1 6 799 8 2 164999999999999999999999999999999 4999999999999
T2014020387    999999999999999999999999999999999999999922-MAY-2017 15:06:0722-MAY-2017 15:10:30 3 269 699 4 3 4 4 3 3 399 1 5 799 8 2 46599999999999999999999999999999999 19999999999
T2014020351    999999999999999999999999999999999999999922-MAY-2017 13:01:0522-MAY-2017 13:04:30 1 174 5 199 3 3 3 4 3 299 2 3 2 299 2106599999999999999999999999999999999119999999999
T2014020343    999999999999999999999999999999999999999922-MAY-2017 14:26:3422-MAY-2017 14:28:38 4 162 799 4 4 2 4 3 2 2 399 5 799 8 2 764999999999999999999999999999999 3999999999999
T2014020331    999999999999999999999999999999999999999922-MAY-2017 14:55:2122-MAY-2017 14:58:04 3 262 599 2 4 3 4 3 3 399 2 5 799 8 2 8 499 19999999999999999999999999999999999999999
T2014020318    999999999999999999999999999999999999999922-MAY-2017 13:39:3322-MAY-2017 13:42:50 1 249 4 199 3 3 3 3 3 399 1 5 799 3 1 6 499 39999999999999999999999999999999999999999
T2014020304    999999999999999999999999999999999999999922-MAY-2017 13:43:3322-MAY-2017 13:45:42 3 249 499 4 3 3 4 3 3 399 1 5 1 299 1 66799999999999999999999999999999999999933999999
T2014020303    999999999999999999999999999999999999999924-MAY-2017 20:37:0324-MAY-2017 20:40:25 3 276 699 4 2 2 1 4 2 299 1 421 299 1 36599999999999999999999999999999999 49999999999
T2014020297    999999999999999999999999999999999999999924-MAY-2017 22:30:5924-MAY-2017 22:33:24 4 160 599 4 1 2 2 4 1 2 399 4 2 299 1 16899999999999999999999999999999999999999 69999
T2014020295    999999999999999999999999999999999999999923-MAY-2017 08:14:1523-MAY-2017 08:16:52 1 152 7 199 4 4 3 3 3 399 2 6 699 5 2 7 799999911999999999999999999999999999999999999
T2014020289    999999999999999999999999999999999999999924-MAY-2017 08:28:5824-MAY-2017 08:30:52 1 152 7 199 4 3 3 3 3 399 1 5 3 299 2 76599999999999999999999999999999999 49999999999
T2014020281    999999999999999999999999999999999999999924-MAY-2017 14:22:1124-MAY-2017 14:33:07 1 144 6 199 4 3 4 2 3 399 1 1 1 199 2 664999999999999999999999999999999 4999999999999
T2014020279    999999999999999999999999999999999999999923-MAY-2017 08:39:5023-MAY-2017 08:41:50 3 161 699 4 4 4 4 4 2 299 3 6 799 8 2 6 59999 299999999999999999999999999999999999999
T2014020265    999999999999999999999999999999999999999924-MAY-2017 17:43:3624-MAY-2017 17:45:45 3 161 699 4 4 4 4 4 3 399 2 6 799 8 2 615999999999999999999 1999999999999999999999999
T2014020247    999999999999999999999999999999999999999922-MAY-2017 15:24:0222-MAY-2017 15:25:53 2 264 5 199 3 3 3 3 2 2 199 3 1 199 2 16599999999999999999999999999999999 29999999999
T2014020242    999999999999999999999999999999999999999926-MAY-2017 15:35:5326-MAY-2017 15:37:51 1 164 7 199 2 2 2 3 2 299 2 5 2 299 1106499999999999999999999999999999912999999999999
T2014020233    999999999999999999999999999999999999999922-MAY-2017 16:18:5222-MAY-2017 16:21:25 2 164 7 199 2 2 2 2 2 1 399 5 2 299 1106499999999999999999999999999999911999999999999
T2014020215    999999999999999999999999999999999999999924-MAY-2017 11:37:3524-MAY-2017 11:40:09 2 159 7 299 4 3 4 2 2 2 299 5 799 3 2 86599999999999999999999999999999999 19999999999
T2014020200    999999999999999999999999999999999999999926-MAY-2017 15:59:1326-MAY-2017 16:01:35 1 145 6 299 4 3 3 4 3 399 2 3 799 8 2 86599999999999999999999999999999999 29999999999
T2014020133    999999999999999999999999999999999999999922-MAY-2017 13:47:5022-MAY-2017 13:49:07 3 166 699 4 4 4 4 2 3 399 2 6 1 199 2 76399999999999999999999999999991099999999999999
T2014020105    999999999999999999999999999999999999999922-MAY-2017 13:12:5322-MAY-2017 13:15:41 2 166 6 199 4 4 4 2 3 3 399 6 1 199 2 76899999999999999999999999999999999999999 89999
T2014020101    999999999999999999999999999999999999999922-MAY-2017 13:56:4422-MAY-2017 13:59:33 3 170 699 4 3 3 2 4 2 299 0 521 199 2 1 99999999999 699999999999999999999999999999999
T2014020098    999999999999999999999999999999999999999919-MAY-2017 16:07:1019-MAY-2017 16:13:32 3 273 699 4 3 3 2 3 2 299 2 4 799 8 1 3669999999999999999999999999999999999 899999999
T2014020098    999999999999999999999999999999999999999926-MAY-2017 08:58:3726-MAY-2017 09:00:54 2 163 7 199 3 4 3 3 1 2 399 2 2 299 1 22099999999999999999999999999 29999999999999999
T2014020074    999999999999999999999999999999999999999926-MAY-2017 09:01:2626-MAY-2017 09:02:36 2 163 7 199 3 4 3 3 1 2 399 2 2 299 1 26899999999999999999999999999999999999999 59999
T2014020067    999999999999999999999999999999999999999922-MAY-2017 20:53:0222-MAY-2017 20:54:35 4 273 699 4 2 2 3 4 2 2 299 6 2 299 1 46599999999999999999999999999999999 19999999999
T2014020057    999999999999999999999999999999999999999923-MAY-2017 08:34:5823-MAY-2017 08:37:16 4 164 799 4 3 3 3 4 1 2 299 6 2 299 1 7669999999999999999999999999999999999 399999999
T2014020036    999999999999999999999999999999999999999922-MAY-2017 13:17:0822-MAY-2017 13:19:12 3 172 699 4 4 4 2 4 2 299 1 2 2 299 1 36899999999999999999999999999999999999999 19999
T2014020009    999999999999999999999999999999999999999922-MAY-2017 14:56:3722-MAY-2017 14:58:19 1 172 6 199 4 4 2 4 2 299 2 2 2 299 1 32099999999999999999999999999 19999999999999999
T2014020008    999999999999999999999999999999999999999922-MAY-2017 14:17:1222-MAY-2017 14:19:11 4 266 799 3 3 3 3 4 2 2 299 421 299 1 26599999999999999999999999999999999 79999999999
T2014020002    999999999999999999999999999999999999999924-MAY-2017 14:16:3924-MAY-2017 14:18:30 4 157 799 4 3 3 2 4 2 3 399 4 2 299 1 46599999999999999999999999999999999109999999999
T2012120025    999999999999999999999999999999999999999923-MAY-2017 21:21:1623-MAY-2017 21:23:21 4 161 699 4 4 4 4 3 2 3 199 5 1 299 1 36899999999999999999999999999999999999999 99999
T2012120013    999999999999999999999999999999999999999924-MAY-2017 07:48:3224-MAY-2017 07:51:39 1 164 6 199 3 3 4 3 3 399 0 5 79998 2 71399999999999999 29999999999999999999999999999
T2012100330    999999999999999999999999999999999999999922-MAY-2017 15:48:3822-MAY-2017 15:51:51 2 150 5 199 2 2 1 4 1 1 399 2 2 199 1 118999999999999999999999999 2999999999999999999
T2012100313    999999999999999999999999999999999999999922-MAY-2017 17:58:1222-MAY-2017 18:00:09 1 171 6 299 2 3 2 4 2 299 1 221 199 1 26599999999999999999999999999999999 99999999999
T2012100294    999999999999999999999999999999999999999923-MAY-2017 07:02:2623-MAY-2017 07:05:21 2 255 5 199 3 3 2 2 2 2 199 6 4 299 2 96399999999999999999999999999991199999999999999
T2012100283    999999999999999999999999999999999999999924-MAY-2017 21:31:1124-MAY-2017 21:33:24 3 270 699 4 2 2 2 2 2 199 1 3 799 8 1 6639999999999999999999999999999 499999999999999
T2012100269    999999999999999999999999999999999999999925-MAY-2017 08:51:5625-MAY-2017 08:53:49 2 257 5 199 4 3 4 3 3 3 299 6 1 299 2 86599999999999999999999999999999999 59999999999
T2012100244    999999999999999999999999999999999999999924-MAY-2017 15:23:3124-MAY-2017 15:25:18 4 264 599 4 3 3 3 3 3 3 299 6 799 8 2 2 499 39999999999999999999999999999999999999999
T2012100214    999999999999999999999999999999999999999922-MAY-2017 20:07:0222-MAY-2017 20:10:47 3 152 499 4 1 2 3 4 1 199 4 221 199 1 76899999999999999999999999999999999999999 79999
T2012100169    999999999999999999999999999999999999999922-MAY-2017 19:39:5322-MAY-2017 19:43:11 4 157 599 4 4 4 4 3 3 2 399 3 1 299 2 9179999999999999999999999 399999999999999999999
T2012100124    999999999999999999999999999999999999999923-MAY-2017 08:13:2923-MAY-2017 08:15:24 1 157 5 199 4 4 4 3 3 299 2 3 1 299 2 96599999999999999999999999999999999 19999999999
T2012100114    999999999999999999999999999999999999999922-MAY-2017 13:39:3122-MAY-2017 13:41:21 2 267 6 199 3 3 4 4 2 3 499 421 199 2 96699999999999999999999999999999999992799999999
T2012100054    999999999999999999999999999999999999999922-MAY-2017 23:22:1922-MAY-2017 23:23:44 2 175 7 199 2 2 2 4 2 2 199 421 299 110 2 8999999999999999999999999999999999999999999
T2012100044    999999999999999999999999999999999999999925-MAY-2017 13:19:4025-MAY-2017 13:22:28 4 171 699 4 3 3 3 4 2 2 399 221 299 1 3179999999999999999999999 499999999999999999999
